"MonitoringLocationIdentifier","OrganizationIdentifier.x","MonitoringLocationName","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","OrganizationIdentifier.y","ActivityStartDate","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","TotalN","Year","Month","Date"
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2012-04-04","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.87,"mg/l","",NA,"",0.87,2012,4,2012-04-04
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","1996-10-21","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.59,"mg/l","",NA,"",0.59,1996,10,1996-10-21
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2003-06-25","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.72,"mg/l",0.36,2003,6,2003-06-25
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2017-06-12","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.58,"mg/l",0.29,2017,6,2017-06-12
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2013-07-23","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.69,"mg/l",0.345,2013,7,2013-07-23
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2011-06-21","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",1.7,"mg/l",0.85,2011,6,2011-06-21
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","1994-11-03","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.65,"mg/l",0.325,1994,11,1994-11-03
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2012-02-14","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1,"mg/l","",NA,"",1,2012,2,2012-02-14
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2004-04-20","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.76,"mg/l","",NA,"",0.76,2004,4,2004-04-20
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","1997-08-01","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.74,"mg/l","",NA,"",0.74,1997,8,1997-08-01
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2005-06-24","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.66,"mg/l",0.33,2005,6,2005-06-24
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","1999-10-19","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.73,"mg/l","",NA,"",0.73,1999,10,1999-10-19
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2005-08-08","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.72,"mg/l",0.36,2005,8,2005-08-08
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2010-10-06","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.73,"mg/l","",NA,"",0.73,2010,10,2010-10-06
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2016-04-19","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.69,"mg/l","",NA,"",0.69,2016,4,2016-04-19
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2003-06-25","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",1.4,"mg/l",0.7,2003,6,2003-06-25
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2017-06-28","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.53,"mg/l",0.265,2017,6,2017-06-28
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2006-10-10","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.79,"mg/l","",NA,"",0.79,2006,10,2006-10-10
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2009-06-29","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",1.4,"mg/l",0.7,2009,6,2009-06-29
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2011-04-07","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.92,"mg/l","",NA,"",0.92,2011,4,2011-04-07
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2013-12-04","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.85,"mg/l","",NA,"",0.85,2013,12,2013-12-04
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2006-10-10","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.8,"mg/l","",NA,"",0.8,2006,10,2006-10-10
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2010-02-18","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1,"mg/l","",NA,"",1,2010,2,2010-02-18
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2001-08-22","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",2.2,"mg/l","",NA,"",2.2,2001,8,2001-08-22
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2013-07-09","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",1.2,"mg/l",0.6,2013,7,2013-07-09
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2001-06-20","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.85,"mg/l","",NA,"",0.85,2001,6,2001-06-20
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2013-09-17","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.85,"mg/l",0.425,2013,9,2013-09-17
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","1996-06-13","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.77,"mg/l","",NA,"",0.77,1996,6,1996-06-13
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2013-05-28","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.92,"mg/l","",NA,"",0.92,2013,5,2013-05-28
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2012-08-08","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.83,"mg/l","",NA,"",0.83,2012,8,2012-08-08
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","1999-08-24","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.9,"mg/l",0.45,1999,8,1999-08-24
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2009-10-21","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.89,"mg/l","",NA,"",0.89,2009,10,2009-10-21
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2012-11-07","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.85,"mg/l",0.425,2012,11,2012-11-07
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2017-07-25","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.86,"mg/l",0.43,2017,7,2017-07-25
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2017-07-10","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",1.1,"mg/l",0.55,2017,7,2017-07-10
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2009-02-11","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.95,"mg/l","",NA,"",0.95,2009,2,2009-02-11
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2004-10-19","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1,"mg/l","",NA,"",1,2004,10,2004-10-19
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2013-04-30","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.81,"mg/l","",NA,"",0.81,2013,4,2013-04-30
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2013-02-05","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.1,"mg/l","",NA,"",1.1,2013,2,2013-02-05
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2011-02-23","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.85,"mg/l","",NA,"",0.85,2011,2,2011-02-23
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2002-06-18","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.85,"mg/l",0.425,2002,6,2002-06-18
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2002-10-30","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.3,"mg/l","",NA,"",1.3,2002,10,2002-10-30
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2006-10-10","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.8,"mg/l","",NA,"",0.8,2006,10,2006-10-10
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2013-08-20","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.92,"mg/l",0.46,2013,8,2013-08-20
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2008-02-28","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.2,"mg/l","",NA,"",1.2,2008,2,2008-02-28
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2010-12-10","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.82,"mg/l","",NA,"",0.82,2010,12,2010-12-10
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","1992-05-13","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.63,"mg/l","",NA,"",0.63,1992,5,1992-05-13
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","1992-05-13","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",2.8,"mg/l NO3","",NA,"",0.63252,1992,5,1992-05-13
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2001-08-22","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.77,"mg/l",0.385,2001,8,2001-08-22
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2012-07-05","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.81,"mg/l",0.405,2012,7,2012-07-05
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2012-06-06","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.74,"mg/l",0.37,2012,6,2012-06-06
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2000-10-31","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.96,"mg/l","",NA,"",0.96,2000,10,2000-10-31
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2017-05-02","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.82,"mg/l","",NA,"",0.82,2017,5,2017-05-02
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","1997-04-03","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.71,"mg/l","",NA,"",0.71,1997,4,1997-04-03
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2010-04-14","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.78,"mg/l","",NA,"",0.78,2010,4,2010-04-14
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2013-10-22","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.89,"mg/l","",NA,"",0.89,2013,10,2013-10-22
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2002-09-03","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",1.4,"mg/l",0.7,2002,9,2002-09-03
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2010-08-18","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",1,"mg/l",0.5,2010,8,2010-08-18
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2017-05-15","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.78,"mg/l",0.39,2017,5,2017-05-15
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2012-06-06","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.74,"mg/l",0.37,2012,6,2012-06-06
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","1994-09-15","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.65,"mg/l",0.325,1994,9,1994-09-15
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2011-08-11","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",2.7,"mg/l",1.35,2011,8,2011-08-11
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2008-06-20","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.67,"mg/l",0.335,2008,6,2008-06-20
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2017-07-10","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.76,"mg/l",0.38,2017,7,2017-07-10
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2003-05-07","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.81,"mg/l","",NA,"",0.81,2003,5,2003-05-07
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2013-09-17","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.83,"mg/l",0.415,2013,9,2013-09-17
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2002-06-18","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.87,"mg/l",0.435,2002,6,2002-06-18
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2011-06-21","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.7,"mg/l","",NA,"",0.7,2011,6,2011-06-21
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2011-10-13","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",1,"mg/l",0.5,2011,10,2011-10-13
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","1995-05-16","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.75,"mg/l",0.375,1995,5,1995-05-16
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2001-04-24","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.91,"mg/l","",NA,"",0.91,2001,4,2001-04-24
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2008-12-17","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.83,"mg/l","",NA,"",0.83,2008,12,2008-12-17
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2002-06-18","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",1.1,"mg/l",0.55,2002,6,2002-06-18
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2002-09-03","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",1.3,"mg/l",0.65,2002,9,2002-09-03
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2011-02-23","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.91,"mg/l","",NA,"",0.91,2011,2,2011-02-23
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2011-12-02","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.1,"mg/l","",NA,"",1.1,2011,12,2011-12-02
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2015-06-04","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.77,"mg/l","",NA,"",0.77,2015,6,2015-06-04
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2003-10-30","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.76,"mg/l","",NA,"",0.76,2003,10,2003-10-30
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2016-06-21","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.64,"mg/l",0.32,2016,6,2016-06-21
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2011-08-11","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.89,"mg/l",0.445,2011,8,2011-08-11
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","1991-08-08","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",2.4,"mg/l NO3",0.27108,1991,8,1991-08-08
"USGS-0209799150","USGS-NC","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",NA,"",35.7416667,-79.0191667,"USGS-NC","2003-08-26","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",1.4,"mg/l",0.7,2003,8,2003-08-26
